id,nba_api_id,first_name,last_name,display_name,birth_date,height_inches,weight_lbs,draft_year,bball_ref_id,position,team_id,status,is_active
1158,1631262,Jules,Bernard,Jules Bernard,2000-01-21,78,210,Undrafted,,Guard,,,false
1163,1641931,Onuralp,Bitim,Onuralp Bitim,1999-03-31,78,215,Undrafted,,Forward,,,false
1166,1641778,Leaky,Black,Leaky Black,1999-06-14,78,209,Undrafted,,Forward,,,false
1183,1631167,Izaiah,Brockington,Izaiah Brockington,1999-07-12,76,196,Undrafted,,Guard,,,false
1197,1641723,Kobe,Bufkin,Kobe Bufkin,2003-09-21,76,195,2023,,Guard,,,false
1208,1630618,D.J.,Carton,D.J. Carton,2000-08-05,75,200,Undrafted,,Guard,,,false
1211,1630608,Malcolm,Cazalon,Malcolm Cazalon,2001-08-27,78,185,Undrafted,,Guard,,,false
1230,1641741,Ricky,Council IV,Ricky Council IV,2001-08-03,78,207,Undrafted,,Guard,,,false
1234,1630622,Jalen,Crutcher,Jalen Crutcher,1999-07-18,73,175,Undrafted,,Guard,,,false
1244,1641926,Dexter,Dennis,Dexter Dennis,1999-02-09,77,210,Undrafted,,Guard,,,false
1257,1630929,Henri,Drell,Henri Drell,2000-04-25,81,220,Undrafted,,Forward,,,false
1274,1641745,Adam,Flagler,Adam Flagler,1999-12-01,75,180,Undrafted,,Guard,,,false
1277,1630259,Jordan,Ford,Jordan Ford,1998-05-26,73,175,Undrafted,,Guard,,,false
1281,1631241,Javon,Freeman-Liberty,Javon Freeman-Liberty,1999-10-20,75,190,Undrafted,,Guard,,,false
1282,1641788,Alex,Fudge,Alex Fudge,2003-05-06,80,200,Undrafted,,Forward,,,false
1284,1641847,Andrew,Funk,Andrew Funk,1999-09-21,77,200,Undrafted,,Guard,,,false
1288,1641945,Jaylin,Galloway,Jaylin Galloway,2002-12-21,78,190,Undrafted,,Forward,,,false
1293,1629232,Kaiser,Gates,Kaiser Gates,1996-11-08,79,225,2018,,Forward,,,false
1319,1631338,Mouhamadou,Gueye,Mouhamadou Gueye,1998-07-06,81,210,Undrafted,,Forward,,,false
1349,1641793,D'Moi,Hodge,D'Moi Hodge,1998-12-20,75,188,Undrafted,,Guard,,,false
1355,1641720,Jalen,Hood-Schifino,Jalen Hood-Schifino,2003-06-19,77,210,2023,,Guard,,,false
1364,1630562,Matt,Hurt,Matt Hurt,2000-04-20,81,233,Undrafted,,Forward,,,false
1391,1641749,Keyontae,Johnson,Keyontae Johnson,2000-05-24,76,230,2023,,Forward,,,false
1429,1641721,Maxwell,Lewis,Maxwell Lewis,2002-07-27,79,215,2023,,Forward,,,false
1443,1641754,Seth,Lundy,Seth Lundy,2000-04-02,76,220,2023,,Guard-Forward,,,false
1454,1641798,Jaylen,Martin,Jaylen Martin,2004-01-28,78,216,Undrafted,,Guard,,,false
1473,1641877,Nathan,Mensah,Nathan Mensah,1998-04-09,81,230,Undrafted,,Center,,,false
1476,203995,Vasilije,Micic,Vasilije Micic,1994-01-13,75,188,2014,,Guard,,,false
1492,1631386,Taze,Moore,Taze Moore,1998-06-29,77,195,Undrafted,,Guard,,,false
1513,1641806,Markquis,Nowell,Markquis Nowell,1999-12-25,67,160,Undrafted,,Guard,,,false
1531,1641970,Maozinha,Pereira,Maozinha Pereira,2000-08-28,80,177,Undrafted,,Forward,,,false
1533,1630196,Filip,Petrusev,Filip Petrusev,2000-04-15,83,225,2021,,Center,,,false
1585,1631257,Jermaine,Samuels Jr.,Jermaine Samuels Jr.,1998-11-13,78,230,Undrafted,,Forward,,,false
1586,1641766,Adama,Sanogo,Adama Sanogo,2002-02-12,81,245,Undrafted,,Forward,,,false
1608,1631376,Dmytro,Skapintsev,Dmytro Skapintsev,1998-05-12,85,215,Undrafted,,Center,,,false
1609,1641771,Jalen,Slawson,Jalen Slawson,1999-10-22,79,215,2023,,Forward,,,false
1615,1631173,Terquavion,Smith,Terquavion Smith,2002-12-31,76,160,Undrafted,,Guard,,,false
1657,1628426,Sasha,Vezenkov,Sasha Vezenkov,1995-08-06,80,225,2017,,Forward,,,false
1684,1641727,Dariq,Whitehead,Dariq Whitehead,2004-08-01,78,220,2023,,Guard-Forward,,,false
1695,1642013,Malik,Williams,Malik Williams,1998-08-26,83,250,Undrafted,,Center,,,false
1707,1631209,Isaiah,Wong,Isaiah Wong,2001-01-28,75,185,2023,,Guard,,,false
1732,1642379,Taran,Armstrong,Taran Armstrong,2002-01-15,77,190,Undrafted,,Guard,,,false
1735,1630542,Marcus,Bagley,Marcus Bagley,2001-10-23,78,217,Undrafted,,Forward,,,false
1752,1641878,Damion,Baugh,Damion Baugh,2000-08-03,76,194,Undrafted,,Guard,,,false
1756,1641736,Reece,Beekman,Reece Beekman,2001-10-08,75,190,Undrafted,,Guard,,,false
1773,1641779,Jalen,Bridges,Jalen Bridges,2001-05-14,80,225,Undrafted,,Forward,,,false
1779,1631232,Keion,Brooks Jr.,Keion Brooks Jr.,2000-08-07,79,210,Undrafted,,Forward,,,false
1807,1642279,Ulrich,Chomche,Ulrich Chomche,2005-12-30,83,235,2024,,Center,,,false
1821,1641879,Yuri,Collins,Yuri Collins,2001-03-07,72,190,Undrafted,,Guard,,,false
1831,1642385,Cui,Cui,Cui Cui,2003-05-28,77,190,Undrafted,,Forward,,,false
1857,1642505,Alex,Ducas,Alex Ducas,2000-12-11,79,220,Undrafted,,Guard,,,false
1866,1642399,Jesse,Edwards,Jesse Edwards,2000-03-18,84,236,Undrafted,,Center,,,false
1902,1641789,Jazian,Gortman,Jazian Gortman,2003-04-14,74,184,Undrafted,,Guard,,,false
1983,1641794,Dillon,Jones,Dillon Jones,2001-10-29,77,235,2024,,Forward,,,false
1996,1642530,Yuki,Kawamura,Yuki Kawamura,2001-05-02,67,159,Undrafted,,Guard,,,false
1998,1630283,Kylor,Kelley,Kylor Kelley,1997-08-26,84,215,Undrafted,,Center,,,false
2024,1642502,Malevy,Leons,Malevy Leons,1999-09-23,81,210,Undrafted,,Forward,,,false
2062,1629098,Jack,McVeigh,Jack McVeigh,1996-06-27,80,215,Undrafted,,Guard-Forward,,,false
2100,1641803,Tristen,Newton,Tristen Newton,2001-04-26,77,190,2024,,Guard,,,false
2104,1641936,Miles,Norris,Miles Norris,2000-04-15,79,220,Undrafted,,Forward,,,false
2113,1642439,Quincy,Olivari,Quincy Olivari,2001-05-27,75,200,Undrafted,,Guard,,,false
2141,1642389,Zyon,Pullin,Zyon Pullin,2001-03-03,76,206,Undrafted,,Guard,,,false
2151,1642024,Alex,Reese,Alex Reese,1999-05-21,81,245,Undrafted,,Forward-Center,,,false
2158,1641857,Liam,Robbins,Liam Robbins,1999-07-12,84,250,Undrafted,,Center,,,false
2195,1631301,Jaylen,Sims,Jaylen Sims,1998-12-11,78,210,Undrafted,,Guard,,,false
2201,1641890,Tyler,Smith,Tyler Smith,2004-11-02,81,224,2024,,Forward,,,false
2224,1630679,Ethan,Thompson,Ethan Thompson,1999-05-04,76,195,Undrafted,,Guard,,,false
2230,1631166,Drew,Timme,Drew Timme,2000-09-09,81,235,Undrafted,,Forward,,,false
2236,1642422,Armel,Traore,Armel Traore,2003-01-23,81,245,Undrafted,,Forward,,,false
2267,1641817,Anton,Watson,Anton Watson,2000-10-06,80,225,2024,,Forward,,,false
2272,1630762,Phillip,Wheeler,Phillip Wheeler,2002-04-23,80,185,Undrafted,,Forward,,,false
2324,1642380,Adama,Bal,Adama Bal,2003-12-18,79,190,Undrafted,,Guard,,,false
2363,1642468,Darius,Brown,Darius Brown,1999-07-28,74,192,Undrafted,,Guard,,,false
2370,1631174,Tyler,Burton,Tyler Burton,2000-02-11,79,215,Undrafted,,Forward,,,false
2445,1642400,Tristan,Enaruna,Tristan Enaruna,2001-06-26,79,220,Undrafted,,Forward,,,false
2462,1643158,Andersson,Garcia,Andersson Garcia,2000-08-23,79,220,Undrafted,,Forward,,,false
2471,1642933,Keshon,Gilbert,Keshon Gilbert,2003-06-30,76,200,Undrafted,,Guard,,,false
2482,1643060,Hayden,Gray,Hayden Gray,2003-05-11,76,190,Undrafted,,Guard,,,false
2516,1642396,Blake,Hinson,Blake Hinson,1999-12-26,80,230,Undrafted,,Forward,,,false
2557,1643052,Chaney,Johnson,Chaney Johnson,2002-06-20,79,220,Undrafted,,Guard-Forward,,,false
2582,1643257,Jayson,Kent,Jayson Kent,2002-02-03,80,215,Undrafted,,Forward,,,false
2626,1642942,Jahmai,Mashack,Jahmai Mashack,2002-11-10,76,203,2025,,Guard,,,false
2632,1643016,Bez,Mbeng,Bez Mbeng,2003-05-02,76,185,Undrafted,,Guard,,,false
2662,1631457,Alex,Morales,Alex Morales,1997-11-21,78,210,Undrafted,,Guard,,,false
2674,1641761,Grant,Nelson,Grant Nelson,2002-03-18,84,215,Undrafted,,Forward,,,false
2684,1642490,Josh,Oduro,Josh Oduro,2000-10-14,81,240,Undrafted,,Center,,,false
2685,1643253,Toby,Okani,Toby Okani,2001-10-05,80,210,Undrafted,,Forward,,,false
2691,1641807,Norchad,Omier,Norchad Omier,2001-08-28,79,248,Undrafted,,Forward,,,false
2697,1642951,Sean,Pedulla,Sean Pedulla,2002-10-10,73,195,Undrafted,,Guard,,,false
2716,1642967,John,Poulakidas,John Poulakidas,2003-04-04,78,205,Undrafted,,Guard,,,false
2733,1642882,Julian,Reese,Julian Reese,2003-06-30,81,230,Undrafted,,Forward,,,false
2739,1642955,Kadary,Richmond,Kadary Richmond,2001-08-25,78,205,Undrafted,,Guard,,,false
2750,1642504,Cormac,Ryan,Cormac Ryan,1998-10-26,77,205,Undrafted,,Guard,,,false
2755,1642362,Payton,Sandfort,Payton Sandfort,2002-07-12,79,215,Undrafted,,Forward,,,false
2786,1641869,Malachi,Smith,Malachi Smith,1999-12-06,76,205,Undrafted,,Guard,,,false
2872,1631351,Lucas,Williamson,Lucas Williamson,1999-01-28,76,205,Undrafted,,Guard,,,false
